,path,emotion
780,data/training\Actor_25\25_01_01_01_kill_disgust.wav,disgust
781,data/training\Actor_25\25_01_01_01_king_disgust.wav,disgust
782,data/training\Actor_25\25_01_01_01_kite_disgust.wav,disgust
783,data/training\Actor_25\25_01_01_01_knock_disgust.wav,disgust
784,data/training\Actor_25\25_01_01_01_late_disgust.wav,disgust
785,data/training\Actor_25\25_01_01_01_laud_disgust.wav,disgust
786,data/training\Actor_25\25_01_01_01_lean_disgust.wav,disgust
787,data/training\Actor_25\25_01_01_01_learn_disgust.wav,disgust
788,data/training\Actor_25\25_01_01_01_lease_disgust.wav,disgust
789,data/training\Actor_25\25_01_01_01_lid_disgust.wav,disgust
790,data/training\Actor_25\25_01_01_01_life_disgust.wav,disgust
791,data/training\Actor_25\25_01_01_01_limb_disgust.wav,disgust
792,data/training\Actor_25\25_01_01_01_live_disgust.wav,disgust
793,data/training\Actor_25\25_01_01_01_loaf_disgust.wav,disgust
794,data/training\Actor_25\25_01_01_01_long_disgust.wav,disgust
795,data/training\Actor_25\25_01_01_01_lore_disgust.wav,disgust
796,data/training\Actor_25\25_01_01_01_lose_disgust.wav,disgust
797,data/training\Actor_25\25_01_01_01_lot_disgust.wav,disgust
798,data/training\Actor_25\25_01_01_01_love_disgust.wav,disgust
799,data/training\Actor_25\25_01_01_01_luck_disgust.wav,disgust
800,data/training\Actor_25\25_01_01_01_make_disgust.wav,disgust
801,data/training\Actor_25\25_01_01_01_match_disgust.wav,disgust
802,data/training\Actor_25\25_01_01_01_merge_disgust.wav,disgust
803,data/training\Actor_25\25_01_01_01_mess_disgust.wav,disgust
804,data/training\Actor_25\25_01_01_01_met_disgust.wav,disgust
805,data/training\Actor_25\25_01_01_01_mill_disgust.wav,disgust
806,data/training\Actor_25\25_01_01_01_mob_disgust.wav,disgust
807,data/training\Actor_25\25_01_01_01_mode_disgust.wav,disgust
808,data/training\Actor_25\25_01_01_01_mood_disgust.wav,disgust
809,data/training\Actor_25\25_01_01_01_moon_disgust.wav,disgust
810,data/training\Actor_25\25_01_01_01_mop_disgust.wav,disgust
811,data/training\Actor_25\25_01_01_01_mouse_disgust.wav,disgust
812,data/training\Actor_25\25_01_01_01_nag_disgust.wav,disgust
813,data/training\Actor_25\25_01_01_01_name_disgust.wav,disgust
814,data/training\Actor_25\25_01_01_01_near_disgust.wav,disgust
815,data/training\Actor_25\25_01_01_01_neat_disgust.wav,disgust
816,data/training\Actor_25\25_01_01_01_nice_disgust.wav,disgust
817,data/training\Actor_25\25_01_01_01_note_disgust.wav,disgust
818,data/training\Actor_25\25_01_01_01_numb_disgust.wav,disgust
819,data/training\Actor_25\25_01_01_01_pad_disgust.wav,disgust
820,data/training\Actor_25\25_01_01_01_page_disgust.wav,disgust
821,data/training\Actor_25\25_01_01_01_pain_disgust.wav,disgust
822,data/training\Actor_25\25_01_01_01_pass_disgust.wav,disgust
823,data/training\Actor_25\25_01_01_01_pearl_disgust.wav,disgust
824,data/training\Actor_25\25_01_01_01_peg_disgust.wav,disgust
825,data/training\Actor_25\25_01_01_01_perch_disgust.wav,disgust
826,data/training\Actor_25\25_01_01_01_phone_disgust.wav,disgust
827,data/training\Actor_25\25_01_01_01_pick_disgust.wav,disgust
828,data/training\Actor_25\25_01_01_01_pike_disgust.wav,disgust
829,data/training\Actor_25\25_01_01_01_pole_disgust.wav,disgust
830,data/training\Actor_25\25_01_01_01_pool_disgust.wav,disgust
831,data/training\Actor_25\25_01_01_01_puff_disgust.wav,disgust
832,data/training\Actor_25\25_01_01_01_rag_disgust.wav,disgust
833,data/training\Actor_25\25_01_01_01_raid_disgust.wav,disgust
834,data/training\Actor_25\25_01_01_01_rain_disgust.wav,disgust
835,data/training\Actor_25\25_01_01_01_raise_disgust.wav,disgust
836,data/training\Actor_25\25_01_01_01_rat_disgust.wav,disgust
837,data/training\Actor_25\25_01_01_01_reach_disgust.wav,disgust
838,data/training\Actor_25\25_01_01_01_read_disgust.wav,disgust
839,data/training\Actor_25\25_01_01_01_red_disgust.wav,disgust
840,data/training\Actor_25\25_01_01_01_ring_disgust.wav,disgust
841,data/training\Actor_25\25_01_01_01_ripe_disgust.wav,disgust
842,data/training\Actor_25\25_01_01_01_road_disgust.wav,disgust
843,data/training\Actor_25\25_01_01_01_room_disgust.wav,disgust
844,data/training\Actor_25\25_01_01_01_rose_disgust.wav,disgust
845,data/training\Actor_25\25_01_01_01_rot_disgust.wav,disgust
846,data/training\Actor_25\25_01_01_01_rough_disgust.wav,disgust
847,data/training\Actor_25\25_01_01_01_rush_disgust.wav,disgust
848,data/training\Actor_25\25_01_01_01_said_disgust.wav,disgust
849,data/training\Actor_25\25_01_01_01_sail_disgust.wav,disgust
850,data/training\Actor_25\25_01_01_01_search_disgust.wav,disgust
851,data/training\Actor_25\25_01_01_01_seize_disgust.wav,disgust
852,data/training\Actor_25\25_01_01_01_sell_disgust.wav,disgust
853,data/training\Actor_25\25_01_01_01_shack_disgust.wav,disgust
854,data/training\Actor_25\25_01_01_01_shall_disgust.wav,disgust
855,data/training\Actor_25\25_01_01_01_shawl_disgust.wav,disgust
856,data/training\Actor_25\25_01_01_01_sheep_disgust.wav,disgust
857,data/training\Actor_25\25_01_01_01_shirt_disgust.wav,disgust
858,data/training\Actor_25\25_01_01_01_should_disgust.wav,disgust
859,data/training\Actor_25\25_01_01_01_shout_disgust.wav,disgust
860,data/training\Actor_25\25_01_01_01_size_disgust.wav,disgust
861,data/training\Actor_25\25_01_01_01_soap_disgust.wav,disgust
862,data/training\Actor_25\25_01_01_01_soup_disgust.wav,disgust
863,data/training\Actor_25\25_01_01_01_sour_disgust.wav,disgust
864,data/training\Actor_25\25_01_01_01_south_disgust.wav,disgust
865,data/training\Actor_25\25_01_01_01_sub_disgust.wav,disgust
866,data/training\Actor_25\25_01_01_01_such_disgust.wav,disgust
867,data/training\Actor_25\25_01_01_01_sure_disgust.wav,disgust
868,data/training\Actor_25\25_01_01_01_take_disgust.wav,disgust
869,data/training\Actor_25\25_01_01_01_talk_disgust.wav,disgust
870,data/training\Actor_25\25_01_01_01_tape_disgust.wav,disgust
871,data/training\Actor_25\25_01_01_01_team_disgust.wav,disgust
872,data/training\Actor_25\25_01_01_01_tell_disgust.wav,disgust
873,data/training\Actor_25\25_01_01_01_thin_disgust.wav,disgust
874,data/training\Actor_25\25_01_01_01_third_disgust.wav,disgust
875,data/training\Actor_25\25_01_01_01_thought_disgust.wav,disgust
876,data/training\Actor_25\25_01_01_01_thumb_disgust.wav,disgust
877,data/training\Actor_25\25_01_01_01_time_disgust.wav,disgust
878,data/training\Actor_25\25_01_01_01_tip_disgust.wav,disgust
879,data/training\Actor_25\25_01_01_01_tire_disgust.wav,disgust
880,data/training\Actor_25\25_01_01_01_ton_disgust.wav,disgust
881,data/training\Actor_25\25_01_01_01_tool_disgust.wav,disgust
882,data/training\Actor_25\25_01_01_01_tough_disgust.wav,disgust
883,data/training\Actor_25\25_01_01_01_turn_disgust.wav,disgust
884,data/training\Actor_25\25_01_01_01_vine_disgust.wav,disgust
885,data/training\Actor_25\25_01_01_01_voice_disgust.wav,disgust
886,data/training\Actor_25\25_01_01_01_void_disgust.wav,disgust
887,data/training\Actor_25\25_01_01_01_vote_disgust.wav,disgust
888,data/training\Actor_25\25_01_01_01_wag_disgust.wav,disgust
889,data/training\Actor_25\25_01_01_01_walk_disgust.wav,disgust
890,data/training\Actor_25\25_01_01_01_wash_disgust.wav,disgust
891,data/training\Actor_25\25_01_01_01_week_disgust.wav,disgust
892,data/training\Actor_25\25_01_01_01_wheat_disgust.wav,disgust
893,data/training\Actor_25\25_01_01_01_when_disgust.wav,disgust
894,data/training\Actor_25\25_01_01_01_which_disgust.wav,disgust
895,data/training\Actor_25\25_01_01_01_whip_disgust.wav,disgust
896,data/training\Actor_25\25_01_01_01_white_disgust.wav,disgust
897,data/training\Actor_25\25_01_01_01_wife_disgust.wav,disgust
898,data/training\Actor_25\25_01_01_01_wire_disgust.wav,disgust
899,data/training\Actor_25\25_01_01_01_witch_disgust.wav,disgust
900,data/training\Actor_25\25_01_01_01_yearn_disgust.wav,disgust
901,data/training\Actor_25\25_01_01_01_yes_disgust.wav,disgust
902,data/training\Actor_25\25_01_01_01_young_disgust.wav,disgust
903,data/training\Actor_25\25_01_01_01_youth_disgust.wav,disgust
904,data/training\Actor_26\26_01_01_01_back_disgust.wav,disgust
905,data/training\Actor_26\26_01_01_01_bar_disgust.wav,disgust
906,data/training\Actor_26\26_01_01_01_base_disgust.wav,disgust
907,data/training\Actor_26\26_01_01_01_bath_disgust.wav,disgust
908,data/training\Actor_26\26_01_01_01_bean_disgust.wav,disgust
909,data/training\Actor_26\26_01_01_01_beg_disgust.wav,disgust
910,data/training\Actor_26\26_01_01_01_bite_disgust.wav,disgust
911,data/training\Actor_26\26_01_01_01_boat_disgust.wav,disgust
912,data/training\Actor_26\26_01_01_01_bone_disgust.wav,disgust
913,data/training\Actor_26\26_01_01_01_book_disgust.wav,disgust
914,data/training\Actor_26\26_01_01_01_bought_disgust.wav,disgust
915,data/training\Actor_26\26_01_01_01_burn_disgust.wav,disgust
916,data/training\Actor_26\26_01_01_01_cab_disgust.wav,disgust
917,data/training\Actor_26\26_01_01_01_calm_disgust.wav,disgust
918,data/training\Actor_26\26_01_01_01_came_disgust.wav,disgust
919,data/training\Actor_26\26_01_01_01_cause_disgust.wav,disgust
920,data/training\Actor_26\26_01_01_01_chain_disgust.wav,disgust
921,data/training\Actor_26\26_01_01_01_chair_disgust.wav,disgust
922,data/training\Actor_26\26_01_01_01_chalk_disgust.wav,disgust
923,data/training\Actor_26\26_01_01_01_chat_disgust.wav,disgust
924,data/training\Actor_26\26_01_01_01_check_disgust.wav,disgust
925,data/training\Actor_26\26_01_01_01_cheek_disgust.wav,disgust
926,data/training\Actor_26\26_01_01_01_chief_disgust.wav,disgust
927,data/training\Actor_26\26_01_01_01_choice_disgust.wav,disgust
928,data/training\Actor_26\26_01_01_01_cool_disgust.wav,disgust
929,data/training\Actor_26\26_01_01_01_dab_disgust.wav,disgust
930,data/training\Actor_26\26_01_01_01_date_disgust.wav,disgust
931,data/training\Actor_26\26_01_01_01_dead_disgust.wav,disgust
932,data/training\Actor_26\26_01_01_01_death_disgust.wav,disgust
933,data/training\Actor_26\26_01_01_01_deep_disgust.wav,disgust
934,data/training\Actor_26\26_01_01_01_dime_disgust.wav,disgust
935,data/training\Actor_26\26_01_01_01_dip_disgust.wav,disgust
936,data/training\Actor_26\26_01_01_01_ditch_disgust.wav,disgust
937,data/training\Actor_26\26_01_01_01_dodge_disgust.wav,disgust
938,data/training\Actor_26\26_01_01_01_dog_disgust.wav,disgust
939,data/training\Actor_26\26_01_01_01_doll_disgust.wav,disgust
940,data/training\Actor_26\26_01_01_01_door_disgust.wav,disgust
941,data/training\Actor_26\26_01_01_01_fail_disgust.wav,disgust
942,data/training\Actor_26\26_01_01_01_fall_disgust.wav,disgust
943,data/training\Actor_26\26_01_01_01_far_disgust.wav,disgust
944,data/training\Actor_26\26_01_01_01_fat_disgust.wav,disgust
945,data/training\Actor_26\26_01_01_01_fit_disgust.wav,disgust
946,data/training\Actor_26\26_01_01_01_five_disgust.wav,disgust
947,data/training\Actor_26\26_01_01_01_food_disgust.wav,disgust
948,data/training\Actor_26\26_01_01_01_gap_disgust.wav,disgust
949,data/training\Actor_26\26_01_01_01_gas_disgust.wav,disgust
950,data/training\Actor_26\26_01_01_01_gaze_disgust.wav,disgust
951,data/training\Actor_26\26_01_01_01_germ_disgust.wav,disgust
952,data/training\Actor_26\26_01_01_01_get_disgust.wav,disgust
953,data/training\Actor_26\26_01_01_01_gin_disgust.wav,disgust
954,data/training\Actor_26\26_01_01_01_goal_disgust.wav,disgust
955,data/training\Actor_26\26_01_01_01_good_disgust.wav,disgust
956,data/training\Actor_26\26_01_01_01_goose_disgust.wav,disgust
957,data/training\Actor_26\26_01_01_01_gun_disgust.wav,disgust
958,data/training\Actor_26\26_01_01_01_half_disgust.wav,disgust
959,data/training\Actor_26\26_01_01_01_hall_disgust.wav,disgust
960,data/training\Actor_26\26_01_01_01_hash_disgust.wav,disgust
961,data/training\Actor_26\26_01_01_01_hate_disgust.wav,disgust
962,data/training\Actor_26\26_01_01_01_have_disgust.wav,disgust
963,data/training\Actor_26\26_01_01_01_haze_disgust.wav,disgust
964,data/training\Actor_26\26_01_01_01_hire_disgust.wav,disgust
965,data/training\Actor_26\26_01_01_01_hit_disgust.wav,disgust
966,data/training\Actor_26\26_01_01_01_hole_disgust.wav,disgust
967,data/training\Actor_26\26_01_01_01_home_disgust.wav,disgust
968,data/training\Actor_26\26_01_01_01_hurl_disgust.wav,disgust
969,data/training\Actor_26\26_01_01_01_hush_disgust.wav,disgust
970,data/training\Actor_26\26_01_01_01_jail_disgust.wav,disgust
971,data/training\Actor_26\26_01_01_01_jar_disgust.wav,disgust
972,data/training\Actor_26\26_01_01_01_join_disgust.wav,disgust
973,data/training\Actor_26\26_01_01_01_judge_disgust.wav,disgust
974,data/training\Actor_26\26_01_01_01_jug_disgust.wav,disgust
975,data/training\Actor_26\26_01_01_01_juice_disgust.wav,disgust
976,data/training\Actor_26\26_01_01_01_keen_disgust.wav,disgust
977,data/training\Actor_26\26_01_01_01_keep_disgust.wav,disgust
978,data/training\Actor_26\26_01_01_01_keg_disgust.wav,disgust
979,data/training\Actor_26\26_01_01_01_kick_disgust.wav,disgust
980,data/training\Actor_26\26_01_01_01_kill_disgust.wav,disgust
981,data/training\Actor_26\26_01_01_01_king_disgust.wav,disgust
982,data/training\Actor_26\26_01_01_01_kite_disgust.wav,disgust
983,data/training\Actor_26\26_01_01_01_knock_disgust.wav,disgust
984,data/training\Actor_26\26_01_01_01_late_disgust.wav,disgust
985,data/training\Actor_26\26_01_01_01_laud_disgust.wav,disgust
986,data/training\Actor_26\26_01_01_01_lean_disgust.wav,disgust
987,data/training\Actor_26\26_01_01_01_learn_disgust.wav,disgust
988,data/training\Actor_26\26_01_01_01_lease_disgust.wav,disgust
989,data/training\Actor_26\26_01_01_01_lid_disgust.wav,disgust
990,data/training\Actor_26\26_01_01_01_life_disgust.wav,disgust
991,data/training\Actor_26\26_01_01_01_limb_disgust.wav,disgust
992,data/training\Actor_26\26_01_01_01_live_disgust.wav,disgust
993,data/training\Actor_26\26_01_01_01_loaf_disgust.wav,disgust
994,data/training\Actor_26\26_01_01_01_long_disgust.wav,disgust
995,data/training\Actor_26\26_01_01_01_lore_disgust.wav,disgust
996,data/training\Actor_26\26_01_01_01_lose_disgust.wav,disgust
997,data/training\Actor_26\26_01_01_01_lot_disgust.wav,disgust
998,data/training\Actor_26\26_01_01_01_love_disgust.wav,disgust
999,data/training\Actor_26\26_01_01_01_luck_disgust.wav,disgust
1000,data/training\Actor_26\26_01_01_01_make_disgust.wav,disgust
1001,data/training\Actor_26\26_01_01_01_match_disgust.wav,disgust
1002,data/training\Actor_26\26_01_01_01_merge_disgust.wav,disgust
1003,data/training\Actor_26\26_01_01_01_mess_disgust.wav,disgust
1004,data/training\Actor_26\26_01_01_01_met_disgust.wav,disgust
1005,data/training\Actor_26\26_01_01_01_mill_disgust.wav,disgust
1006,data/training\Actor_26\26_01_01_01_mob_disgust.wav,disgust
1007,data/training\Actor_26\26_01_01_01_mode_disgust.wav,disgust
1008,data/training\Actor_26\26_01_01_01_mood_disgust.wav,disgust
1009,data/training\Actor_26\26_01_01_01_moon_disgust.wav,disgust
1010,data/training\Actor_26\26_01_01_01_nice_disgust.wav,disgust
1011,data/training\Actor_26\26_01_01_01_note_disgust.wav,disgust
1012,data/training\Actor_26\26_01_01_01_numb_disgust.wav,disgust
1013,data/training\Actor_26\26_01_01_01_pad_disgust.wav,disgust
1014,data/training\Actor_26\26_01_01_01_page_disgust.wav,disgust
1015,data/training\Actor_26\26_01_01_01_pain_disgust.wav,disgust
1016,data/training\Actor_26\26_01_01_01_pass_disgust.wav,disgust
1017,data/training\Actor_26\26_01_01_01_pearl_disgust.wav,disgust
1018,data/training\Actor_26\26_01_01_01_peg_disgust.wav,disgust
1019,data/training\Actor_26\26_01_01_01_perch_disgust.wav,disgust
1020,data/training\Actor_26\26_01_01_01_phone_disgust.wav,disgust
1021,data/training\Actor_26\26_01_01_01_pick_disgust.wav,disgust
1022,data/training\Actor_26\26_01_01_01_pike_disgust.wav,disgust
1023,data/training\Actor_26\26_01_01_01_pole_disgust.wav,disgust
1024,data/training\Actor_26\26_01_01_01_pool_disgust.wav,disgust
1025,data/training\Actor_26\26_01_01_01_puff_disgust.wav,disgust
1026,data/training\Actor_26\26_01_01_01_rag_disgust.wav,disgust
1027,data/training\Actor_26\26_01_01_01_raid_disgust.wav,disgust
1028,data/training\Actor_26\26_01_01_01_rain_disgust.wav,disgust
1029,data/training\Actor_26\26_01_01_01_raise_disgust.wav,disgust
1030,data/training\Actor_26\26_01_01_01_rat_disgust.wav,disgust
1031,data/training\Actor_26\26_01_01_01_reach_disgust.wav,disgust
1032,data/training\Actor_26\26_01_01_01_read_disgust.wav,disgust
1033,data/training\Actor_26\26_01_01_01_red_disgust.wav,disgust
1034,data/training\Actor_26\26_01_01_01_ring_disgust.wav,disgust
1035,data/training\Actor_26\26_01_01_01_ripe_disgust.wav,disgust
1036,data/training\Actor_26\26_01_01_01_road_disgust.wav,disgust
1037,data/training\Actor_26\26_01_01_01_room_disgust.wav,disgust
1038,data/training\Actor_26\26_01_01_01_rose_disgust.wav,disgust
1039,data/training\Actor_26\26_01_01_01_rot_disgust.wav,disgust
1040,data/training\Actor_26\26_01_01_01_rough_disgust.wav,disgust
1041,data/training\Actor_26\26_01_01_01_rush_disgust.wav,disgust
1042,data/training\Actor_26\26_01_01_01_said_disgust.wav,disgust
1043,data/training\Actor_26\26_01_01_01_sail_disgust.wav,disgust
1044,data/training\Actor_26\26_01_01_01_search_disgust.wav,disgust
1045,data/training\Actor_26\26_01_01_01_seize_disgust.wav,disgust
1046,data/training\Actor_26\26_01_01_01_sell_disgust.wav,disgust
1047,data/training\Actor_26\26_01_01_01_shack_disgust.wav,disgust
1048,data/training\Actor_26\26_01_01_01_shall_disgust.wav,disgust
1049,data/training\Actor_26\26_01_01_01_shawl_disgust.wav,disgust
1050,data/training\Actor_26\26_01_01_01_sheep_disgust.wav,disgust
1051,data/training\Actor_26\26_01_01_01_shirt_disgust.wav,disgust
1052,data/training\Actor_26\26_01_01_01_should_disgust.wav,disgust
1053,data/training\Actor_26\26_01_01_01_shout_disgust.wav,disgust
1054,data/training\Actor_26\26_01_01_01_size_disgust.wav,disgust
1055,data/training\Actor_26\26_01_01_01_soap_disgust.wav,disgust
1056,data/training\Actor_26\26_01_01_01_soup_disgust.wav,disgust
1057,data/training\Actor_26\26_01_01_01_sour_disgust.wav,disgust
1058,data/training\Actor_26\26_01_01_01_south_disgust.wav,disgust
1059,data/training\Actor_26\26_01_01_01_sub_disgust.wav,disgust
1060,data/training\Actor_26\26_01_01_01_such_disgust.wav,disgust
1061,data/training\Actor_26\26_01_01_01_sure_disgust.wav,disgust
1062,data/training\Actor_26\26_01_01_01_take_disgust.wav,disgust
1063,data/training\Actor_26\26_01_01_01_talk_disgust.wav,disgust
1064,data/training\Actor_26\26_01_01_01_tape_disgust.wav,disgust
1065,data/training\Actor_26\26_01_01_01_team_disgust.wav,disgust
1066,data/training\Actor_26\26_01_01_01_tell_disgust.wav,disgust
1067,data/training\Actor_26\26_01_01_01_thin_disgust.wav,disgust
1068,data/training\Actor_26\26_01_01_01_third_disgust.wav,disgust
1069,data/training\Actor_26\26_01_01_01_thought_disgust.wav,disgust
1070,data/training\Actor_26\26_01_01_01_thumb_disgust.wav,disgust
1071,data/training\Actor_26\26_01_01_01_time_disgust.wav,disgust
1072,data/training\Actor_26\26_01_01_01_tip_disgust.wav,disgust
1073,data/training\Actor_26\26_01_01_01_tire_disgust.wav,disgust
1074,data/training\Actor_26\26_01_01_01_ton_disgust.wav,disgust
1075,data/training\Actor_26\26_01_01_01_tool_disgust.wav,disgust
1076,data/training\Actor_26\26_01_01_01_tough_disgust.wav,disgust
1077,data/training\Actor_26\26_01_01_01_turn_disgust.wav,disgust
1078,data/training\Actor_26\26_01_01_01_vine_disgust.wav,disgust
1079,data/training\Actor_26\26_01_01_01_voice_disgust.wav,disgust
1080,data/training\Actor_26\26_01_01_01_void_disgust.wav,disgust
1081,data/training\Actor_26\26_01_01_01_vote_disgust.wav,disgust
1082,data/training\Actor_26\26_01_01_01_wag_disgust.wav,disgust
1083,data/training\Actor_26\26_01_01_01_walk_disgust.wav,disgust
1084,data/training\Actor_26\26_01_01_01_wash_disgust.wav,disgust
1085,data/training\Actor_26\26_01_01_01_week_disgust.wav,disgust
1086,data/training\Actor_26\26_01_01_01_wheat_disgust.wav,disgust
1087,data/training\Actor_26\26_01_01_01_when_disgust.wav,disgust
1088,data/training\Actor_26\26_01_01_01_which_disgust.wav,disgust
1089,data/training\Actor_26\26_01_01_01_whip_disgust.wav,disgust
1090,data/training\Actor_26\26_01_01_01_white_disgust.wav,disgust
1091,data/training\Actor_26\26_01_01_01_wife_disgust.wav,disgust
1092,data/training\Actor_26\26_01_01_01_wire_disgust.wav,disgust
1093,data/training\Actor_26\26_01_01_01_witch_disgust.wav,disgust
1094,data/training\Actor_26\26_01_01_01_yearn_disgust.wav,disgust
1095,data/training\Actor_26\26_01_01_01_yes_disgust.wav,disgust
1096,data/training\Actor_26\26_01_01_01_young_disgust.wav,disgust
1097,data/training\Actor_26\26_01_01_01_youth_disgust.wav,disgust
1098,data/training\Actor_01\01_01_01_01_kids-talking_angry.wav,angry
1099,data/training\Actor_01\01_01_01_02_dogs-sitting_angry.wav,angry
1100,data/training\Actor_01\01_01_01_02_kids-talking_angry.wav,angry
1101,data/training\Actor_01\01_01_02_01_dogs-sitting_angry.wav,angry
1102,data/training\Actor_01\01_01_02_01_kids-talking_angry.wav,angry
1103,data/training\Actor_01\01_01_02_02_dogs-sitting_angry.wav,angry
1104,data/training\Actor_01\01_01_02_02_kids-talking_angry.wav,angry
1105,data/training\Actor_01\01_02_01_01_dogs-sitting_angry.wav,angry
1106,data/training\Actor_01\01_02_01_01_kids-talking_angry.wav,angry
1107,data/training\Actor_01\01_02_01_02_dogs-sitting_angry.wav,angry
1108,data/training\Actor_01\01_02_01_02_kids-talking_angry.wav,angry
1109,data/training\Actor_01\01_02_02_01_dogs-sitting_angry.wav,angry
1110,data/training\Actor_01\01_02_02_01_kids-talking_angry.wav,angry
1111,data/training\Actor_01\01_02_02_02_dogs-sitting_angry.wav,angry
1112,data/training\Actor_01\01_02_02_02_kids-talking_angry.wav,angry
1113,data/training\Actor_01\03-02-05-01-01-01-01_angry.wav,angry
1114,data/training\Actor_01\03-02-05-01-01-02-01_angry.wav,angry
1115,data/training\Actor_01\03-02-05-01-02-01-01_angry.wav,angry
1116,data/training\Actor_01\03-02-05-01-02-02-01_angry.wav,angry
1117,data/training\Actor_01\03-02-05-02-01-01-01_angry.wav,angry
1118,data/training\Actor_01\03-02-05-02-01-02-01_angry.wav,angry
1119,data/training\Actor_01\03-02-05-02-02-01-01_angry.wav,angry
1120,data/training\Actor_01\03-02-05-02-02-02-01_angry.wav,angry
1121,data/training\Actor_02\02_01_01_02_dogs-sitting_angry.wav,angry
1122,data/training\Actor_02\02_01_01_02_kids-talking_angry.wav,angry
1123,data/training\Actor_02\02_01_02_01_dogs-sitting_angry.wav,angry
1124,data/training\Actor_02\02_01_02_01_kids-talking_angry.wav,angry
1125,data/training\Actor_02\02_01_02_02_dogs-sitting_angry.wav,angry
1126,data/training\Actor_02\02_01_02_02_kids-talking_angry.wav,angry
1127,data/training\Actor_02\02_02_01_01_dogs-sitting_angry.wav,angry
1128,data/training\Actor_02\02_02_01_01_kids-talking_angry.wav,angry
1129,data/training\Actor_02\02_02_01_02_dogs-sitting_angry.wav,angry
1130,data/training\Actor_02\02_02_01_02_kids-talking_angry.wav,angry
1131,data/training\Actor_02\02_02_02_01_dogs-sitting_angry.wav,angry
1132,data/training\Actor_02\02_02_02_01_kids-talking_angry.wav,angry
1133,data/training\Actor_02\02_02_02_02_dogs-sitting_angry.wav,angry
1134,data/training\Actor_02\02_02_02_02_kids-talking_angry.wav,angry
1135,data/training\Actor_02\03-02-05-01-01-01-02_angry.wav,angry
1136,data/training\Actor_02\03-02-05-01-01-02-02_angry.wav,angry
1137,data/training\Actor_02\03-02-05-01-02-01-02_angry.wav,angry
1138,data/training\Actor_02\03-02-05-01-02-02-02_angry.wav,angry
1139,data/training\Actor_02\03-02-05-02-01-01-02_angry.wav,angry
1140,data/training\Actor_02\03-02-05-02-01-02-02_angry.wav,angry
1141,data/training\Actor_02\03-02-05-02-02-01-02_angry.wav,angry
1142,data/training\Actor_02\03-02-05-02-02-02-02_angry.wav,angry
1143,data/training\Actor_03\03-02-05-01-01-01-03_angry.wav,angry
1144,data/training\Actor_03\03-02-05-01-01-02-03_angry.wav,angry
1145,data/training\Actor_03\03-02-05-01-02-01-03_angry.wav,angry
1146,data/training\Actor_03\03-02-05-01-02-02-03_angry.wav,angry
1147,data/training\Actor_03\03-02-05-02-01-01-03_angry.wav,angry
1148,data/training\Actor_03\03-02-05-02-01-02-03_angry.wav,angry
1149,data/training\Actor_03\03-02-05-02-02-01-03_angry.wav,angry
1150,data/training\Actor_03\03-02-05-02-02-02-03_angry.wav,angry
1151,data/training\Actor_03\03_01_01_01_dogs-sitting_angry.wav,angry
1152,data/training\Actor_03\03_01_01_01_kids-talking_angry.wav,angry
1153,data/training\Actor_03\03_01_01_02_dogs-sitting_angry.wav,angry
1154,data/training\Actor_03\03_01_01_02_kids-talking_angry.wav,angry
1155,data/training\Actor_03\03_01_02_01_dogs-sitting_angry.wav,angry
1156,data/training\Actor_03\03_01_02_01_kids-talking_angry.wav,angry
1157,data/training\Actor_03\03_01_02_02_dogs-sitting_angry.wav,angry
1158,data/training\Actor_03\03_01_02_02_kids-talking_angry.wav,angry
1159,data/training\Actor_03\03_02_01_01_dogs-sitting_angry.wav,angry
1160,data/training\Actor_03\03_02_01_01_kids-talking_angry.wav,angry
1161,data/training\Actor_03\03_02_01_02_dogs-sitting_angry.wav,angry
1162,data/training\Actor_03\03_02_01_02_kids-talking_angry.wav,angry
1163,data/training\Actor_03\03_02_02_01_dogs-sitting_angry.wav,angry
1164,data/training\Actor_03\03_02_02_01_kids-talking_angry.wav,angry
1165,data/training\Actor_03\03_02_02_02_dogs-sitting_angry.wav,angry
1166,data/training\Actor_03\03_02_02_02_kids-talking_angry.wav,angry
1167,data/training\Actor_04\03-02-05-01-01-01-04_angry.wav,angry
1168,data/training\Actor_04\03-02-05-01-01-02-04_angry.wav,angry
1169,data/training\Actor_04\03-02-05-01-02-01-04_angry.wav,angry
1170,data/training\Actor_04\03-02-05-01-02-02-04_angry.wav,angry
1171,data/training\Actor_04\03-02-05-02-01-01-04_angry.wav,angry
1172,data/training\Actor_04\03-02-05-02-01-02-04_angry.wav,angry
1173,data/training\Actor_04\03-02-05-02-02-01-04_angry.wav,angry
1174,data/training\Actor_04\03-02-05-02-02-02-04_angry.wav,angry
1175,data/training\Actor_04\04_01_01_01_dogs-sitting_angry.wav,angry
1176,data/training\Actor_04\04_01_01_01_kids-talking_angry.wav,angry
1177,data/training\Actor_04\04_01_01_02_dogs-sitting_angry.wav,angry
1178,data/training\Actor_04\04_01_01_02_kids-talking_angry.wav,angry
1179,data/training\Actor_04\04_01_02_01_dogs-sitting_angry.wav,angry
1180,data/training\Actor_04\04_01_02_01_kids-talking_angry.wav,angry
1181,data/training\Actor_04\04_01_02_02_dogs-sitting_angry.wav,angry
1182,data/training\Actor_04\04_01_02_02_kids-talking_angry.wav,angry
